run_id,target_id,retailer,country,sku_id,sku_url,category,strategy,status_code,latency_ms,bytes_received,is_reached,is_content_ok,is_identified,is_extracted,is_validated,template_id,failure_category,failure_reason,anti_bot_vendor
run_20260823_160418_matrix,amazon-de,amazon,Germany,B08L5WHJ7L,https://www.amazon.de/dp/B08L5WHJ7L,Smartphones & Mobile,HTTP,404,718.17,2299,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B08L5WHJ7L,https://www.amazon.de/dp/B08L5WHJ7L,Smartphones & Mobile,PLAYWRIGHT,404,4051.77,2271,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B08L5WHJ7L,https://www.amazon.de/dp/B08L5WHJ7L,Smartphones & Mobile,FIRECRAWL,404,2562.79,2477,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B08N5WRW88,https://www.amazon.de/dp/B08N5WRW88,Laptops & Notebooks,HTTP,404,530.19,2299,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B08N5WRW88,https://www.amazon.de/dp/B08N5WRW88,Laptops & Notebooks,PLAYWRIGHT,404,4596.22,2271,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B08N5WRW88,https://www.amazon.de/dp/B08N5WRW88,Laptops & Notebooks,FIRECRAWL,404,2614.41,2477,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B09BRF4N2V,https://www.amazon.de/dp/B09BRF4N2V,Audio & Headphones,HTTP,404,1108.4,2299,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B09BRF4N2V,https://www.amazon.de/dp/B09BRF4N2V,Audio & Headphones,PLAYWRIGHT,404,3737.14,2271,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B09BRF4N2V,https://www.amazon.de/dp/B09BRF4N2V,Audio & Headphones,FIRECRAWL,404,4133.13,2477,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B09G91LXFP,https://www.amazon.de/dp/B09G91LXFP,Tablets & E-Readers,HTTP,200,3769.06,975967,True,True,True,True,False,tmpl_generic_2e6a7f301576,VALIDATION,REQUIRED_FIELD_MISSING,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B09G91LXFP,https://www.amazon.de/dp/B09G91LXFP,Tablets & E-Readers,PLAYWRIGHT,200,10351.25,1063800,True,True,True,True,False,tmpl_generic_2e6a7f301576,VALIDATION,REQUIRED_FIELD_MISSING,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B09G91LXFP,https://www.amazon.de/dp/B09G91LXFP,Tablets & E-Readers,FIRECRAWL,200,9343.7,950781,True,False,False,False,False,tmpl_none,ACCESS,BOT_PROTECTION,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B0B7J4H2Y2,https://www.amazon.de/dp/B0B7J4H2Y2,Smartwatches & Wearables,HTTP,404,670.76,2299,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B0B7J4H2Y2,https://www.amazon.de/dp/B0B7J4H2Y2,Smartwatches & Wearables,PLAYWRIGHT,404,3986.23,2271,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-de,amazon,Germany,B0B7J4H2Y2,https://www.amazon.de/dp/B0B7J4H2Y2,Smartwatches & Wearables,FIRECRAWL,404,2730.4,2477,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B08L5WHJ7L,https://www.amazon.com/dp/B08L5WHJ7L,Smartphones & Mobile,HTTP,404,1054.96,2296,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B08L5WHJ7L,https://www.amazon.com/dp/B08L5WHJ7L,Smartphones & Mobile,PLAYWRIGHT,200,3805.45,3494,True,False,False,False,False,tmpl_none,ACCESS,CAPTCHA_CHALLENGE,
run_20260823_160418_matrix,amazon-us,amazon,United States,B08L5WHJ7L,https://www.amazon.com/dp/B08L5WHJ7L,Smartphones & Mobile,FIRECRAWL,404,2575.87,2356,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B08N5WRW88,https://www.amazon.com/dp/B08N5WRW88,Laptops & Notebooks,HTTP,404,2620.86,2296,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B08N5WRW88,https://www.amazon.com/dp/B08N5WRW88,Laptops & Notebooks,PLAYWRIGHT,200,4216.78,3494,True,False,False,False,False,tmpl_none,ACCESS,CAPTCHA_CHALLENGE,
run_20260823_160418_matrix,amazon-us,amazon,United States,B08N5WRW88,https://www.amazon.com/dp/B08N5WRW88,Laptops & Notebooks,FIRECRAWL,404,2809.41,2356,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B09BRF4N2V,https://www.amazon.com/dp/B09BRF4N2V,Audio & Headphones,HTTP,404,1553.31,2296,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B09BRF4N2V,https://www.amazon.com/dp/B09BRF4N2V,Audio & Headphones,PLAYWRIGHT,200,3686.02,3494,True,False,False,False,False,tmpl_none,ACCESS,CAPTCHA_CHALLENGE,
run_20260823_160418_matrix,amazon-us,amazon,United States,B09BRF4N2V,https://www.amazon.com/dp/B09BRF4N2V,Audio & Headphones,FIRECRAWL,404,3318.43,2355,True,False,False,False,False,tmpl_none,HTTP_STATUS,HTTP_404_NOT_FOUND,
run_20260823_160418_matrix,amazon-us,amazon,United States,B09G91LXFP,https://www.amazon.com/dp/B09G91LXFP,Tablets & E-Readers,HTTP,200,2772.16,1845822,True,True,True,True,False,tmpl_generic_2e6a7f301576,VALIDATION,REQUIRED_FIELD_MISSING,
run_20260823_160418_matrix,amazon-us,amazon,United States,B09G91LXFP,https://www.amazon.com/dp/B09G91LXFP,Tablets & E-Readers,PLAYWRIGHT,200,3794.13,3494,True,False,False,False,False,tmpl_none,ACCESS,CAPTCHA_CHALLENGE,
run_20260823_160418_matrix,amazon-us,amazon,United States,B09G91LXFP,https://www.amazon.com/dp/B09G91LXFP,Tablets & E-Readers,FIRECRAWL,200,7385.36,1507563,True,False,False,False,False,tmpl_none,ACCESS,BOT_PROTECTION,
